id,Brand,Price,Currency,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
1673,lenovo,900.0,$,gray,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,nvidia,intel core i7 12th generation,4.70,GHz,notebook/laptop,2560.0,1600.0,windows,ssd,512.0,gb,512.0,gb,16,16.0,gb
1674,acer,53.0,$,silver,"Touchscreen, Bluetooth, Built-in Webcam",Undefined,Undefined,undefined,other,mediatek mt8173c,2.10,GHz,notebook/laptop,1920.0,1080.0,chrome,emmc,32.0,gb,32.0,gb,13.3,4.0,gb
1675,other,177.1,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",used good condition. will have some normal marks on casing.,other,intel core i5 5th generation,2.30,GHz,other,1920.0,1080.0,unknown,unknown,,unknown,,unknown,10.1,8.0,gb
1676,hp,200.0,$,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,i5 3rd gen,,unknown,other,,,unknown,unknown,,unknown,,unknown,11.6,,unknown
1677,dell,430.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, LTE, Multi-Touch Trackpad, Optical Drive, Widescreen Display, Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","aaa pcs is a microsoft authorized refurbisher partner. (mar) your computer will ship securely and neatly in a new brown box to ensure a great delivery experience. minimal imperfections may be present on the unit, such as light scuffs or light scratches. genuine ac adapter & battery included with your order. your order is backed by our 30 day money-back guarantee, and extended 1-year allstate warranty.",intel,intel core i7 8th generation,4.20,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,2.0,tb,,unknown,14,,unknown
1678,hp,75.0,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Rugged, Widescreen Display, Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",1-year allstate warranty. the original hp charger is included.,intel,intel celeron n,2.16,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,gb,,unknown,11.6,4.0,gb
1679,microsoft,90.0,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi, 2-in-1",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","the device is in good working & and cosmetic condition. comes with a keyboard, charger & pen",other,intel core i5 4th generation,1.90,GHz,notebook/laptop,2160.0,1440.0,windows,ssd,,unknown,128.0,gb,12.3,4.0,gb
1680,dell,599.0,$,other,"Rugged, Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",it shows signs from normal use,other,intel core i7 8th generation,1.90,GHz,other,,,windows,ssd,512.0,gb,512.0,gb,11.6,16.0,gb
1681,other,525.0,$,other,,Undefined,Undefined,undefined,other,i5-10210u,,unknown,other,,,unknown,ssd,,unknown,512.0,gb,14,16.0,gb
1682,asus,495.0,$,blue,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 12th generation,4.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,,unknown,512.0,gb,15.6,16.0,gb
1683,lenovo,100.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","good condition. renewed lenovo laptop w/ 90-day warranty. may show signs of normal wear, light scratches, scuffs, etc",intel,intel celeron n,1.60,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
1684,acer,650.0,$,black,"10/100 LAN Card, Built-in Webcam, Bluetooth, Wi-Fi, Built-in Microphone, Widescreen Display",Undefined,Undefined,undefined,nvidia,intel core i5 12th generation,4.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,17.3,8.0,gb
1685,hp,365.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","tested working. the unit shows minor cosmetic signs of wear and tear (scratches, scuffing, etc.). see pictures for details. include ac adapter. as the battery is used, battery life is not guaranteed.",intel,intel core i7 8th generation,1.80,GHz,notebook/laptop,,,windows,ssd,,unknown,1.0,tb,15.6,32.0,gb
1686,dell,455.0,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Widescreen Display,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",aaa pcs is a microsoft authorized refurbisher partner. (mar) your computer will ship securely in a new brown box to ensure a great delivery experience. minimal imperfections may be present such as light scuffs. genuine ac adapter & battery included with your order.,intel,intel core i7 10th generation,4.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,14,16.0,gb
1687,dell,210.5,$,other,,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,other,intel core i5 8th generation,1.60,GHz,notebook/laptop,,,windows,ssd,,unknown,256.0,gb,14,4.0,gb
1688,microsoft,400.0,$,other,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,10th gen intel core i5,1.10,GHz,notebook/laptop,2736.0,1824.0,unknown,ssd,128.0,gb,128.0,gb,12.3,8.0,gb
1689,other,362.5,$,black,Touchscreen,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i7 12th generation,4.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14.1,8.0,gb
1690,dell,36.88,$,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel core i7,,unknown,notebook/laptop,,,unknown,hdd/ssd,,unknown,,unknown,14,,unknown
1691,dell,749.0,$,silver,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Touchscreen,  Wi-Fi,  Fingerprint Reader,  Infra-Red Webcam",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","1 year all-state warranty. grade b condition. might have scratches, dents or blemishes",intel,intel core i7-1185g7,4.80,GHz,notebook/laptop,3456.0,2160.0,windows,ssd,,unknown,1.0,tb,13.4,32.0,gb
1692,dell,200.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","these laptops are in working condition with some moderate wear to the units such as: small pressure spots on the display, light scratches or scuffs on the outside of the units, shine on the keyboard, palm rest and mousepad, mouse buttons may be loose. no battery included, no ac adapter. no hard drive, no os. if you have any questions, please send us a message.",intel,i5-8350u,1.7,GHz,notebook/laptop,1920.0,1080.0,unknown,ssd,,unknown,,unknown,14,8.0,gb
1693,asus,254.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",unit is in excellent condition with minimal signs of wear. power adapter included. please see photos for reference. c6(used excellent) f4(hardware functional),other,intel core i3,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
1694,samsung,90.0,$,multicolor,,Undefined,Undefined,undefined,other,arm cortex-a series,2.00,GHz,other,,,chrome,unknown,32.0,gb,,unknown,12.3.,4.0,gb
1695,other,169.0,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
1696,dell,40.0,$,gray,Built-in Microphone,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel i5 2nd generation,2.60,GHz,notebook/laptop,,,windows,hdd/ssd,250.0,gb,,unknown,14.0,4.0,gb
1697,other,151.1,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grade c, 100% fonctionnel, présentant des signes d'usures et traces d'utilisations",other,undefined,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,,,unknown
1698,lenovo,209.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","factory reset and tested to power on properly. may have scuffs, edge chips, writing, stickers or residue, dust / dirt, or minor bright spots / scratches on screens. no missing hinge covers. batteries not tested - batteries as is. each lot includes 10 chromebooks and 10 chargers. no other accessories included. they are on their final google update.",intel,intel celeron n3050,1.60,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
1699,dell,124.9,$,silver,"10/100 LAN Card,  5G,  Built-in Microphone,  Multi-Touch Trackpad,  Optical Drive,  Rugged,  Widescreen Display,  Wi-Fi,  Serial D-SUB",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition! complete with good working battery & power supply / charger. internal dvd-rw. nothing missing & nothing broken. no scratches or issues with screen.,amd,intel pentium m,1.73,GHz,notebook/laptop,1680.0,1050.0,windows,hdd/ssd,120.0,gb,120.0,gb,15.4,2.0,gb
1700,dell,89.9,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi, Tablet PC",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","professionally refurbished and tested, working. 1-year allstate warranty. see description.",intel,intel celeron,2.48,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,,unknown,32.0,gb,11.6,4.0,gb
1701,lenovo,219.0,$,other,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Stylus, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used, tested and working. laptop has a cracked vent cover and a hairline crack on the top cover (see picture), but otherwise is in good condition. ac adapter included.",intel,intel core i5 8th generation,1.7,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,,unknown,256.0,gb,14,8.0,gb
1702,other,216.4,$,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
1703,lenovo,700.0,$,gray,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, IPS Panel, Multi-Touch Trackpad, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone, Stylus",Undefined,Undefined,undefined,intel,intel core i5 13th generation,1.30,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,512.0,gb,512.0,gb,16,16.0,gb
1704,samsung,28.16,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","charger is included. tested and working. these are fully functioning units although these units have moderate cosmetic damage. these units charge and seem to hold a charge. battery life is not guaranteed. damage includes but is not limited to: heavy scratches on the case, cracked/broken bezels, broken lid, cracked palm rest, missing logos, and missing rubber feet. keyboard, webcam, and speakers are all tested and working. units have been factory reset. please see photos for additional details (photos are from multiple units).",other,samsung exynos 5 dual,1.70,GHz,other,,,chrome,emmc,0.0,gb,16.0,gb,11.6,2.0,gb
1705,hp,699.0,$,silver,"Numeric Keypad, Audio by B&O, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,nvidia,12th gen intel core i5-12450h,4.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,2.0,tb,2.0,tb,15.6,64.0,gb
1706,other,760.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","the toughbook is in very good condition, cosmetically the condition would be rated between a and b+. battery, charger, stylus pen and all port covers are present.",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
1707,other,349.0,$,silver,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",please be sure to read the description before purchasing.there are scratches and scuffs from use.there are what appear to be disassembly marks.the only accessories are the ones shown in the photos.please check the photos for condition and accessories.a simple cleaning will be performed upon shipping.,intel,intel core m3 7th generation,2.60,GHz,notebook/laptop,1920.0,1200.0,windows,emmc,,unknown,128.0,gb,7,8.0,gb
1708,samsung,264.0,$,silver,,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","the item is in excellent, new condition with no wear. the item may be missing the original packaging or protective wrapping, or it may be in the original packaging but not sealed. the item includes original accessories. the item may be a factory second. see the seller's listing for full details and a description",other,intel celeron n4500,1.10,GHz,other,1366.0,768.0,chrome,emmc,,unknown,32.0,gb,14,4.0,gb
1709,lenovo,335.0,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Stylus, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grade blcd - laptop will have cosmetic blemishes that include scratches and/or other surface imperfections. some laptops may exhibit shiny keys on the keyboard and/or shiny surfaces around the keyboard. all key characters will be legible. the lcd will have minor blemishes such as minor white spots, impressions, or a small hairline scratch. batteries are in good health. grade blcd units will typically be priced lower than the grade a equivalent and will have the same warranty as all products.",intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
1710,lenovo,379.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,amd,amd,2.3,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,13.3,8.0,gb
1711,other,170.5,$,other,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  HSDPA,  Rugged,  Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","these are lease return units in good condition , comes with stylus pen and win7 installed ready to use !!!!",intel,intel core i7,1.07,GHz,other,1366.0,768.0,windows,ssd,120.0,gb,120.0,gb,10.4,4.0,gb
1712,hp,135.0,$,silver,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Touch Bar,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","completely refur with new o/s load, tested, and complete with new ac power adapter",nvidia,intel core i7,2.20,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
1713,lenovo,65.0,$,gray,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,mali,mediatek mt8183,2.00,GHz,other,1920.0,1200.0,chrome,emmc,,unknown,32.0,gb,10.1,,unknown
1714,hp,736.0,$,silver,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel core i7-1355u,1.70,GHz,other,1920.0,1080.0,windows,ssd,,unknown,512.0,gb,14,16.0,gb
1715,other,685.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
1716,other,10.49,$,other,FOR PARTS ONLY,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",for parts only - does not work even though it is new open box. all pieces shown.,other,android 4.0,1.30,GHz,notebook/laptop,800.0,480.0,android,unknown,,unknown,,unknown,7,,unknown
1717,other,333.2,$,blue,"Backlit Keyboard, Bluetooth, Optical Drive, Rugged, Stylus, Touch ID, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",nice condition please see photos below,other,intel core i5,2.60,GHz,other,,,windows,ssd,,unknown,500.0,gb,14,16.0,gb
1718,other,250.0,$,black,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Force Touch Trackpad,  Rugged",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","pre-owned in good working condition. a/c power adapter included. may show signs of minor surface cosmetic blemishes from regular usage, but does not affect the overall function of the unit.",other,intel core m5 6th generation,1.10,GHz,other,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,12.5,8.0,gb
1719,dell,689.0,$,other,,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","this dell laptop is in excellent condition. may have very minor signs of wear, but otherwise the laptop is in excellent condition overall! screen is flawless.",other,intel core i7,,unknown,other,,,unknown,unknown,,unknown,,unknown,15,,unknown
1720,hp,350.0,$,silver,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",undefined,intel,intel core i5 11th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,16.0,gb
1721,dell,120.9,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",fully tested in excellent working order. system upgraded/ dispatched.,other,intel core i5-4310u,2.00,GHz,other,,,windows,ssd,,unknown,256.0,gb,12.5,8.0,gb
1722,lenovo,149.0,$,black,"Backlit Keyboard, Bluetooth, 3D Camera, Wi-Fi, Touch ID",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15,16.0,gb
1723,hp,39.0,$,gray,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Widescreen Display, Wi-Fi, Integrated Stereo Speakers, Spill-Resistant Keyboard",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
1724,lenovo,98.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested & functional scratched and dented-item will contain some small corner cracks on front lid or bottom of the actual computer, the corners may have bends as well.the screen will have some minor scuff or hairline scratches but is working . item is functional, and fully working and has been fully tested, power-washed and restored to factory settings. the items has been fully cleaned and is in bad physical condition. the charger is tested and included and may show sign of use",intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
1725,other,193.0,$,gray,Wi-Fi,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel celeron n4020,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14.1,8.0,gb
1726,other,200.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good working condition : the laptop with battery + optical drive + battery & ac adapter,other,core i5-5300u 2.30ghz,,unknown,other,,,unknown,unknown,,unknown,,unknown,13,,unknown
1727,hp,645.0,$,silver,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i7 8th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,64.0,gb,1.0,tb,17.3,64.0,gb
1728,dell,440.0,$,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",light scuffs to the housing and body from normal use. no screen damage or imperfections. each laptop is hand tested before shipping.,intel,intel core i5,2.50,GHz,notebook/laptop,1920.0,1080.0,linux,ssd,500.0,gb,500.0,gb,15.6,16.0,gb
1729,microsoft,563.0,$,silver,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",device is brand new. box opened to verify contents. please reference listing for more details.,intel,intel core i5 12th generation,3.30,GHz,notebook/laptop,2256.0,1504.0,windows,ssd,,unknown,256.0,gb,13.5,8.0,gb
1730,lenovo,150.0,$,blue,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used in good condition. runs a quality. outer case b+17 inch screen measured diagonally. 15.6"" viewable",other,intel core i7 8th generation,1.80,GHz,notebook/laptop,,,chrome,other,128.0,gb,128.0,gb,17.3,16.0,gb
1731,lenovo,160.0,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","our laptops go through an intensive 41-point inspection. refurbished by certified professionals, this laptop comes with a 90-day warranty. our laptops are in very good refurbished condition, which means they may have scratches, scuffs, and/or small dings which do not affect the functionality of the laptop. these pictures are representative of the condition of the unit you will receive. the ports that are pictured may not be on your unit. please contact us to confirm if there is a specific port you are looking for. if you have any questions regarding our cosmetic grading, please feel free to ask us. f5, c6 - non-data; very good - refurbished",intel,intel core i3 8th generation,2.10,GHz,notebook/laptop,,,windows,ssd,,unknown,240.0,gb,15.6,8.0,gb
1732,lenovo,259.0,$,gray,"5G, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i3 11th generation,3.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,14,4.0,gb
1733,other,695.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi, Fingerprint Power Button",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,11th gen intel core i5-1135g7,,unknown,notebook/laptop,1920.0,1080.0,unknown,ssd,,unknown,512.0,gb,15.6,8.0,gb
1734,hp,170.0,$,other,"Backlit Keyboard, Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition,other,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,16.0,gb
